,gene,scores,log2FoldChange,pvalue,padj,baseMean
787,Gene_0207,-0.38512406,0.014690771,0.7001455044601149,0.999497490564906,2034.2145129800174
788,Gene_0250,-0.38531575,-0.4529613,0.7000035035837323,0.999497490564906,2336.928728038457
789,Gene_0368,-0.38608244,-1.4855719,0.699435604996203,0.999497490564906,4739.052531078486
790,Gene_0000,-0.38610983,0.022908209,0.6994153260107603,0.999497490564906,809.089445424597
791,Gene_0665,-0.38612354,0.034722764,0.6994051865984392,0.999497490564906,2951.8376684831464
792,Gene_0827,-0.38673964,-0.25599885,0.6989489685470254,0.999497490564906,2554.148960478107
793,Gene_1157,-0.38730097,0.037920207,0.6985333978367786,0.999497490564906,3076.698465401507
794,Gene_0187,-0.38825938,-0.40610293,0.6978240957139488,0.999497490564906,139.6454099131605
795,Gene_0759,-0.38977912,0.024973651,0.6966998864199601,0.999497490564906,4367.0133492735495
796,Gene_1867,-0.39288706,-0.0030957009,0.6944029030332337,0.999497490564906,4663.985498293881
797,Gene_1464,-0.39448893,-0.17940542,0.693220088813705,0.999497490564906,2847.409258766584
798,Gene_0205,-0.39514613,-0.10359646,0.6927350477095567,0.999497490564906,3498.421578190617
799,Gene_0051,-0.39576223,-0.56025785,0.6922804360511698,0.999497490564906,4616.371936827613
800,Gene_0767,-0.39877433,-0.004755109,0.6900594883694657,0.999497490564906,3550.831239851323
801,Gene_0275,-0.39984226,-0.23866916,0.6892727007795949,0.999497490564906,805.0682624255936
802,Gene_0304,-0.40030777,-0.21853198,0.6889298471590306,0.999497490564906,2902.6273828257254
803,Gene_0632,-0.40148523,-0.028446969,0.6880629144734797,0.999497490564906,3053.239479595137
804,Gene_1801,-0.40177274,-0.15506941,0.6878512838103541,0.999497490564906,2149.4468229468107
805,Gene_1736,-0.40460685,-0.08468317,0.6857665205321418,0.999497490564906,3695.398966342378
806,Gene_1047,-0.4078654,-0.01780072,0.6833724999204138,0.999497490564906,4675.116723106624
807,Gene_0140,-0.40953574,-0.057751894,0.6821465442514515,0.999497490564906,4631.564138888542
808,Gene_0383,-0.41074058,0.07881153,0.6812627686419466,0.999497490564906,2281.654888450454
809,Gene_0552,-0.41160312,0.026335305,0.6806303341541831,0.999497490564906,610.5283269117385
810,Gene_0352,-0.41219187,0.0092657935,0.6801988014001885,0.999497490564906,4924.9639348635565
811,Gene_0744,-0.41272584,0.043653905,0.679807501774295,0.999497490564906,4202.545527907374
812,Gene_0789,-0.41299966,-0.054834608,0.6796068687406334,0.999497490564906,667.0802719561709
813,Gene_0160,-0.41362944,-0.14815125,0.6791454988862126,0.999497490564906,4608.167318955993
814,Gene_0902,-0.41367054,-0.07591938,0.6791154137205035,0.999497490564906,4355.986992207535
815,Gene_0459,-0.4139033,-0.22897148,0.6789449407716122,0.999497490564906,2618.248382774057
816,Gene_0219,-0.41807914,-0.24593608,0.6758892531805353,0.999497490564906,2976.8134069373996
817,Gene_0277,-0.41859943,0.02992054,0.6755089170713152,0.999497490564906,2025.0633841571448
818,Gene_0616,-0.41872263,0.03543267,0.6754188495942084,0.999497490564906,321.0701121690551
819,Gene_1873,-0.41899645,-0.058524113,0.6752187162841123,0.999497490564906,1709.2263461472096
820,Gene_0126,-0.4200507,-0.19528852,0.6744484175148098,0.999497490564906,4024.124570560157
821,Gene_0590,-0.42013285,0.05035095,0.6743884085475147,0.999497490564906,72.92851387278415
822,Gene_1600,-0.42129663,-0.14655222,0.6735385041632409,0.999497490564906,1700.8208998711636
823,Gene_1173,-0.42221394,0.017632026,0.672868873091497,0.999497490564906,2020.9350332751694
824,Gene_0707,-0.42269313,-0.647755,0.6725191688942527,0.999497490564906,2710.108234542718
825,Gene_0956,-0.4228985,-0.082972795,0.6723693173446319,0.999497490564906,4603.285301243164
826,Gene_1132,-0.423542,-0.013103536,0.6718998667869607,0.999497490564906,1764.4126721115083
827,Gene_0955,-0.42380214,0.0323067,0.6717101252043707,0.999497490564906,1767.418349386327
828,Gene_1616,-0.42398012,-0.077411495,0.6715803140676074,0.999497490564906,3700.6311781432546
829,Gene_0210,-0.4244593,-0.2362945,0.671230871243166,0.999497490564906,2288.4788074045455
830,Gene_1180,-0.42534927,0.021877658,0.6705820945989903,0.999497490564906,1161.7938735529108
831,Gene_0663,-0.42608857,-0.12478335,0.6700432976322841,0.999497490564906,2289.5756048568323
832,Gene_0642,-0.42736188,-0.6385442,0.6691157674723859,0.999497490564906,747.2422508800094
833,Gene_0423,-0.43093532,-0.031577703,0.6665153980551357,0.999497490564906,923.1155832058054
834,Gene_0854,-0.43172944,-0.0371839,0.6659380806176828,0.999497490564906,2516.920475060425
835,Gene_1744,-0.43230447,-0.06409026,0.6655201466808354,0.999497490564906,2123.680975047512
836,Gene_1076,-0.43242767,0.022060633,0.6654306029200454,0.999497490564906,4578.487210287095
837,Gene_1355,-0.4334956,-0.08284545,0.6646547569710497,0.999497490564906,1843.849800627334
838,Gene_1274,-0.4336736,-0.18149026,0.6645254842047934,0.999497490564906,2923.912333876315
839,Gene_0083,-0.4371375,-0.09168,0.6620116280432565,0.999497490564906,3179.7082252016753
840,Gene_0429,-0.4378084,0.02866602,0.6615251936295912,0.999497490564906,114.8175601122515
841,Gene_0537,-0.43879417,0.025061827,0.6608106920774995,0.999497490564906,3334.5099914827174
842,Gene_1335,-0.439999,0.0117153535,0.6599378320794616,0.999497490564906,931.2780360052695
843,Gene_1705,-0.44183365,0.045257706,0.6586095932277868,0.999497490564906,4807.298071473803
844,Gene_1791,-0.44225806,0.048195723,0.6583024672500086,0.999497490564906,785.8805023779091
845,Gene_0463,-0.4442707,-0.019307984,0.6568468812051447,0.999497490564906,2102.3894124487674
846,Gene_0571,-0.44483206,-0.012364073,0.6564411332446977,0.999497490564906,472.4808569892871
847,Gene_0551,-0.44509217,-0.11034924,0.6562531380465286,0.999497490564906,4984.52754663744
848,Gene_1719,-0.4485287,0.030071152,0.6537716694421114,0.999497490564906,2535.865301139651
849,Gene_1646,-0.4496377,-0.1298703,0.6529716913568351,0.999497490564906,2997.155835734217
850,Gene_1254,-0.45034966,0.057410184,0.6524583353225644,0.999497490564906,382.02856307271605
851,Gene_0038,-0.4523897,-0.10907726,0.6509882849222648,0.999497490564906,3762.30432847593
852,Gene_0607,-0.4527867,-0.37724185,0.6507023252279462,0.999497490564906,1089.0326858231494
853,Gene_0010,-0.45332068,-0.12675668,0.6503178397986641,0.999497490564906,4495.368732731533
854,Gene_0533,-0.4543749,-0.1636439,0.6495590008569704,0.999497490564906,1065.4412203859356
855,Gene_0366,-0.454416,-0.051787872,0.6495294430542988,0.999497490564906,993.9042172851496
856,Gene_1455,-0.45451182,-0.27575538,0.6494604769935656,0.999497490564906,230.92085584806966
857,Gene_1100,-0.45559344,-0.07554588,0.6486823541205207,0.999497490564906,2386.731378294496
858,Gene_0922,-0.45683935,-0.09859952,0.6477865105276601,0.999497490564906,2845.963609649951
859,Gene_1347,-0.46368504,-0.0863534,0.6428734173467323,0.999497490564906,375.2577651703442
860,Gene_0698,-0.46393147,-0.028989747,0.642696835270425,0.999497490564906,3888.861702640302
861,Gene_0572,-0.46404102,-0.2100063,0.6426183608272382,0.999497490564906,2293.7797320027366
862,Gene_0388,-0.46443805,-0.33203238,0.6423339244109757,0.999497490564906,2645.731833171521
863,Gene_1358,-0.46636856,-0.042025883,0.640951722994203,0.999497490564906,2231.7755973442295
864,Gene_0658,-0.46709418,-0.014569416,0.6404324935375965,0.999497490564906,2033.7771513328637
865,Gene_1508,-0.47114682,0.008370235,0.637535887549824,0.999497490564906,2820.2196399756785
866,Gene_0543,-0.4726118,-0.114520304,0.6364901613959344,0.999497490564906,818.4392173570269
867,Gene_0209,-0.47603464,-0.0005136226,0.6340497000746225,0.999497490564906,950.5442459515921
868,Gene_0344,-0.47682872,0.03080715,0.633484080060877,0.999497490564906,4315.838824016911
869,Gene_0222,-0.47997776,-0.045388725,0.6312432150310678,0.999497490564906,4733.271537561482
870,Gene_0750,-0.47999144,-0.06362823,0.6312334795166443,0.999497490564906,1897.881115584777
871,Gene_0489,-0.48129213,0.01767598,0.6303088975911237,0.999497490564906,1390.1861320605913
872,Gene_0196,-0.4846739,-0.050768733,0.6279076954876691,0.999497490564906,3237.797739033128
873,Gene_1362,-0.48675495,-0.07837996,0.6264319859184755,0.9982979855274511,2073.234146935577
874,Gene_1023,-0.48757645,-0.067374475,0.6258498800054089,0.9981656778395676,175.66246051870706
875,Gene_1403,-0.4893837,-0.08055717,0.6245700679545386,0.9969195019226476,822.9553569626423
876,Gene_1749,-0.48979446,-0.02757367,0.6242793592562211,0.9969195019226476,3594.0625327946177
877,Gene_1847,-0.4902326,-0.033996336,0.6239693344351687,0.9969195019226476,3311.6735124552492
878,Gene_0400,-0.4927244,-0.1394248,0.6222073358107012,0.9962284702959338,184.12516289224328
879,Gene_1769,-0.49358696,-0.05650947,0.6215979165157383,0.99615050723676,1148.7622015680997
880,Gene_1479,-0.49406615,-0.1509839,0.6212594623063528,0.99615050723676,1193.8202431109535
881,Gene_0169,-0.49577758,-0.120578155,0.6200513517349835,0.9952670172311131,3375.8690808137058
882,Gene_0563,-0.49614725,-0.024605786,0.61979053432218,0.9952670172311131,147.56716188410257
883,Gene_1089,-0.4974479,0.023073876,0.6188732238318146,0.9949730286685123,565.3374808236405
884,Gene_1013,-0.49768066,-0.10587891,0.6187091360866919,0.9949730286685123,4009.5846225972873
885,Gene_0807,-0.4982694,0.0015280157,0.6182941754666516,0.9949730286685123,933.7960771689513
886,Gene_0105,-0.49876228,-0.2812212,0.6179468601728919,0.9949730286685123,3281.09323386678
887,Gene_0786,-0.49878967,-0.02360742,0.6179275673813862,0.9949730286685123,1229.0047661812962
888,Gene_0078,-0.49940577,-0.33784458,0.6174935492567524,0.9949730286685123,542.2348941587586
889,Gene_0905,-0.49974805,-0.09002758,0.6172524857632634,0.9949730286685123,1253.7023454472978
890,Gene_1853,-0.50162375,-0.13056661,0.6159321904582191,0.9949730286685123,3625.2213126855127
891,Gene_1780,-0.5028286,-0.105691366,0.6150847722895487,0.9949730286685123,4285.697517126115
892,Gene_0606,-0.503431,-0.06675913,0.6146612556104485,0.9949730286685123,4159.588329606609
893,Gene_1073,-0.504143,-0.049242698,0.6141609014782223,0.9949730286685123,2016.0584716113515
894,Gene_1231,-0.50559425,-0.0043255156,0.6131415050963757,0.9945523197021502,3357.0214260246985
895,Gene_1278,-0.50741524,-0.1315339,0.6118635089967652,0.993284917202541,1064.6722623083137
896,Gene_0502,-0.5080724,-0.177899,0.6114025670095654,0.993284917202541,1501.0812647920156
897,Gene_0681,-0.5107011,-0.051148254,0.6095603393524909,0.9911550233373836,4486.862301679543
898,Gene_1555,-0.51222086,0.01585675,0.6084964283402061,0.9902301518961857,114.35952137814337
899,Gene_1291,-0.51286435,-0.15895899,0.6080461928757476,0.9902301518961857,473.267227729617
900,Gene_1802,-0.5130424,-0.052989945,0.6079216858854426,0.9902301518961857,1079.0369629728352
901,Gene_1518,-0.5156574,-0.29656187,0.6060937029815259,0.9887336100840552,181.3344091754076
902,Gene_0538,-0.5166158,-0.078796946,0.6054243779433479,0.9884479639891394,948.1054036944967
903,Gene_0643,-0.51795757,-0.042265963,0.6044878796006298,0.9877252934650813,2936.055726799976
904,Gene_1537,-0.52035356,-0.062824085,0.6028171801674744,0.9858007852289034,2136.0515254328648
905,Gene_0323,-0.52112025,-0.26390445,0.6022829956615173,0.9857332171219596,4468.724969831025
906,Gene_0403,-0.5220513,-0.1896017,0.6016346299498367,0.9857332171219596,4096.345630605283
907,Gene_0522,-0.5239544,0.025016243,0.6003102748114955,0.9849225181484749,1741.995890904486
908,Gene_1509,-0.5259807,0.018304104,0.5989016210055083,0.9834180968891761,1334.1459954848979
909,Gene_1038,-0.52633667,0.010213268,0.5986543096377677,0.9834180968891761,1929.477420427971
910,Gene_1219,-0.52876,-0.20126411,0.596971922449982,0.9818617145558914,2971.959965448298
911,Gene_0464,-0.52911603,-0.023849605,0.596724973434014,0.9818617145558914,1376.9150220732374
912,Gene_0281,-0.53548247,-0.048495367,0.592316260678956,0.9758093256654959,3139.5370938532133
913,Gene_0813,-0.5381386,-0.3676006,0.5904813551979138,0.9743916752440822,2076.58767834664
914,Gene_0610,-0.5388369,-0.24068323,0.5899994178227668,0.9743916752440822,2782.633545217302
915,Gene_0192,-0.5398774,-0.17816536,0.5892815730664287,0.9740191290354193,2208.8263192198174
916,Gene_1489,-0.5412329,-0.037583675,0.5883470905173429,0.9732788925018079,1507.6055097324925
917,Gene_1593,-0.54269785,-0.1670446,0.5873378648621413,0.97274151320496,4744.843869462676
918,Gene_1696,-0.543177,-0.0053819804,0.5870079183318924,0.97274151320496,3829.848681090816
919,Gene_1488,-0.54365623,0.0007963688,0.586678057671915,0.97274151320496,743.5602200439401
920,Gene_1589,-0.5458332,0.020714816,0.5851806304052223,0.9720608478492064,4348.916480694668
921,Gene_1695,-0.5468737,0.003463859,0.5844655068294652,0.971679978103849,2462.7844313350924
922,Gene_1448,-0.54709274,0.004462403,0.5843150063183558,0.971679978103849,4478.033523125752
923,Gene_1715,-0.54842085,0.005897551,0.5834029832699217,0.9715286982013682,4009.28351693921
924,Gene_0243,-0.5486947,0.009071132,0.583215019813514,0.9715286982013682,2154.8068471227057
925,Gene_0913,-0.55211747,-0.1035413,0.5808678624461545,0.9689205378584729,161.22307618458112
926,Gene_0696,-0.5530485,-0.092596784,0.5802302014524678,0.9686647770491951,1379.952928955483
927,Gene_0240,-0.5537057,-0.016929662,0.579780285414975,0.9686647770491951,2731.089362571291
928,Gene_0074,-0.55392474,-0.14669856,0.5796303497711188,0.9686647770491951,3185.717188139429
929,Gene_0316,-0.55408907,-0.030836299,0.5795179099768715,0.9686647770491951,1326.5440428943514
930,Gene_1560,-0.55659455,-0.05411209,0.5778044725884499,0.9678466877528474,739.8125666604794
931,Gene_1854,-0.5601543,-0.06096085,0.5753741887171383,0.9658364689391967,4182.904672156531
932,Gene_1387,-0.5606746,-0.30669692,0.5750193983633871,0.9658364689391967,4922.790794482583
933,Gene_0367,-0.5613728,-0.11289834,0.5745433950084408,0.9658364689391967,2652.166402398295
934,Gene_1017,-0.5671369,0.011636667,0.5706211746258127,0.9614510103215042,899.8124649491023
935,Gene_0946,-0.5677256,-0.052826554,0.5702212868001377,0.9614510103215042,1397.9212662708762
936,Gene_0574,-0.5722849,-0.10551727,0.5671290128507858,0.959609158799976,141.03384890996034
937,Gene_1777,-0.57666606,0.009328056,0.5641650498134845,0.9563530665015926,4575.77909247447
938,Gene_1322,-0.5805818,-0.099574015,0.5615223359760626,0.9533486179559637,632.8678603061986
939,Gene_0733,-0.5820194,0.008135437,0.5605536134862368,0.9527319111340228,2903.756553795555
940,Gene_0535,-0.58227956,0.01208944,0.5603784073746356,0.9527319111340228,1406.5733424016696
941,Gene_1618,-0.5826766,-0.03232758,0.560111038685015,0.9527319111340228,2793.1811124531773
942,Gene_0650,-0.58531904,-0.22832124,0.5583332307852766,0.9527319111340228,3274.530922341728
943,Gene_1524,-0.58620894,-0.12940004,0.5577351052777064,0.9525791721224703,4157.221928350648
944,Gene_0718,-0.5862911,-0.14484361,0.557679909414585,0.9525791721224703,1071.785295214986
945,Gene_0921,-0.5874275,-0.00687455,0.5569166394846887,0.9525791721224703,104.42935185947837
946,Gene_0655,-0.5885913,-0.21648616,0.5561355054163741,0.9525791721224703,727.583868840596
947,Gene_0666,-0.58863235,-0.47960114,0.5561079457467997,0.9525791721224703,4505.09227714812
948,Gene_0307,-0.5899056,-0.062170338,0.5552539266334955,0.9525791721224703,4375.75588393445
949,Gene_0859,-0.594766,-0.27722943,0.5519998645527298,0.9484533755201543,3007.194855743026
950,Gene_1729,-0.5953,-0.12599392,0.5516429477995282,0.9484533755201543,3022.558459146584
951,Gene_0035,-0.5973126,-0.09529791,0.5502986663027747,0.9471577733266346,3341.9315390039646
952,Gene_0389,-0.5975043,-0.03908478,0.5501707236717859,0.9471577733266346,918.0878291860755
953,Gene_1106,-0.5978192,-0.042519737,0.5499605640169463,0.9471577733266346,4576.3391323285505
954,Gene_0110,-0.5996128,-0.030798402,0.5487643224468629,0.9471577733266346,2122.914098215762
955,Gene_0085,-0.6005575,-0.097972,0.5481347578408355,0.9471577733266346,1946.5357148350124
956,Gene_0433,-0.60304934,-0.014331538,0.5464758811851813,0.9454600020504867,2618.6426411500456
957,Gene_0121,-0.6053495,-0.26814574,0.544946821144874,0.9441664107680646,282.4815355365225
958,Gene_0509,-0.60596555,-0.09330135,0.5445376125453059,0.9441664107680646,873.1026753425931
959,Gene_1438,-0.6072115,-0.004948992,0.5437105686862835,0.9439419595247979,3703.2664013105336
960,Gene_1548,-0.6072389,-0.17597549,0.54369239891933,0.9439419595247979,459.853406229376
961,Gene_0335,-0.6074306,-0.12975086,0.5435652190105396,0.9439419595247979,3035.6029418586218
962,Gene_0084,-0.60773176,-0.36507654,0.5433653947852779,0.9439419595247979,1264.4780929225387
963,Gene_0762,-0.60844374,-0.03795677,0.5428932283956249,0.9439419595247979,1977.0132895077838
964,Gene_0530,-0.60869014,-0.16122246,0.5427298338198137,0.9439419595247979,1479.0339970149644
965,Gene_0999,-0.6091283,-0.08484804,0.5424394150932224,0.9439419595247979,1810.5799465014982
966,Gene_1590,-0.609717,-0.068379104,0.5420492869670684,0.9439419595247979,3609.277230662015
967,Gene_1519,-0.6098539,-0.054288637,0.541958579559707,0.9439419595247979,1520.7524923347164
968,Gene_1632,-0.61033314,-0.019386325,0.5416411632822835,0.9439419595247979,2853.702969469641
969,Gene_0871,-0.6113463,-0.323486,0.5409703602273364,0.9439419595247979,2406.449490885543
970,Gene_1529,-0.6114832,-0.16599631,0.5408797430138266,0.9439419595247979,3335.172268545108
971,Gene_0327,-0.61278385,-0.1628691,0.5400192579965921,0.9439419595247979,4687.307209657552
972,Gene_0155,-0.61293447,-0.16680923,0.539919667158274,0.9439419595247979,3676.231881190739
973,Gene_1200,-0.61738414,-0.0622777,0.5369813648092364,0.9439419595247979,1113.954874024246
974,Gene_1031,-0.62040997,-0.117166445,0.5349879214226969,0.9439419595247979,204.35651855335914
975,Gene_0710,-0.6225458,-0.052916966,0.5335830351980165,0.9439419595247979,1348.207019284134
976,Gene_0462,-0.622847,-0.005879587,0.5333850603231587,0.9439419595247979,2995.6357569662614
977,Gene_1556,-0.62292916,-0.1440804,0.5333310736204643,0.9439419595247979,304.5577767470392
978,Gene_1584,-0.62343574,-0.121668376,0.5329982166739328,0.9439419595247979,2507.01292364612
979,Gene_1055,-0.6269955,0.007227873,0.530662189186353,0.9439419595247979,3004.372102138602
